InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
576909,23445,ICE CREAM BUBBLES,20,23/17/23 9:49,0.83,12471,Germany
576909,23347,I LOVE LONDON BEAKER,12,23/17/23 9:49,1.25,12471,Germany
576909,22045,SPACEBOY GIFT WRAP,25,23/17/23 9:49,0.42,12471,Germany
576909,22704,WRAP RED APPLES ,25,23/17/23 9:49,0.42,12471,Germany
576909,22705,WRAP GREEN PEARS ,25,23/17/23 9:49,0.42,12471,Germany
576909,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,24,23/17/23 9:49,0.85,12471,Germany
576909,POST,POSTAGE,8,23/17/23 9:49,18,12471,Germany
576909,23289,DOLLY GIRL CHILDRENS BOWL,16,23/17/23 9:49,1.25,12471,Germany
576909,23392,SPACEBOY ROCKET LOLLY MAKERS,12,23/17/23 9:49,2.08,12471,Germany
576909,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,12,23/17/23 9:49,1.45,12471,Germany
576909,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,23/17/23 9:49,0.55,12471,Germany
576909,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,23/17/23 9:49,0.55,12471,Germany
576909,22621,TRADITIONAL KNITTING NANCY,12,23/17/23 9:49,1.65,12471,Germany
576909,22728,ALARM CLOCK BAKELIKE PINK,12,23/17/23 9:49,3.75,12471,Germany
576909,23221,SILVER STARS TABLE DECORATION,12,23/17/23 9:49,0.83,12471,Germany
576909,23220,SILVER BELLS TABLE DECORATION,12,23/17/23 9:49,1.25,12471,Germany
576909,23228,SET OF 22 LED DOLLY LIGHTS,8,23/17/23 9:49,6.25,12471,Germany
576922,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,23/17/23 9:51,4.65,12477,Germany
576922,22379,RECYCLING BAG RETROSPOT ,5,23/17/23 9:51,2.1,12477,Germany
576922,21429,RED GINGHAM ROSE JEWELLERY BOX,8,23/17/23 9:51,1.95,12477,Germany
576922,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,4,23/17/23 9:51,4.95,12477,Germany
576922,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,23/17/23 9:51,4.95,12477,Germany
576922,21484,CHICK GREY HOT WATER BOTTLE,4,23/17/23 9:51,4.25,12477,Germany
576922,22231,SCOTTIE DOG HOT WATER BOTTLE,6,23/17/23 9:51,4.95,12477,Germany
576922,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,23/17/23 9:51,3.75,12477,Germany
576922,35598D,PINK/WHITE CHRISTMAS TREE 60CM,24,23/17/23 9:51,0.65,12477,Germany
576922,35599B,BLACK CHRISTMAS TREE 120CM,18,23/17/23 9:51,1.95,12477,Germany
576922,21494,ROTATING LEAVES T-LIGHT HOLDER,12,23/17/23 9:51,1.25,12477,Germany
576922,23122,PARISIENNE KEY CABINET ,16,23/17/23 9:51,4.95,12477,Germany
576922,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,16,23/17/23 9:51,3.29,12477,Germany
576922,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,6,23/17/23 9:51,8.95,12477,Germany
576922,21523,DOORMAT FANCY FONT HOME SWEET HOME,22,23/17/23 9:51,7.08,12477,Germany
576922,22365,DOORMAT RESPECTABLE HOUSE,22,23/17/23 9:51,7.08,12477,Germany
576922,48129,DOORMAT TOPIARY,6,23/17/23 9:51,8.25,12477,Germany
576922,48194,DOORMAT HEARTS,22,23/17/23 9:51,7.08,12477,Germany
576922,48185,DOORMAT FAIRY CAKE,6,23/17/23 9:51,8.25,12477,Germany
576922,48188,DOORMAT WELCOME PUPPIES,6,23/17/23 9:51,8.25,12477,Germany
576922,84356,POMPOM CURTAIN,24,23/17/23 9:51,5.95,12477,Germany
576922,22523,RETROSPOT BABUSHKA DOORSTOP,4,23/17/23 9:51,3.75,12477,Germany
576922,21668,RED STRIPE CERAMIC DRAWER KNOB,12,23/17/23 9:51,1.45,12477,Germany
576922,15044A,PINK PAPER PARASOL ,6,23/17/23 9:51,2.95,12477,Germany
576922,22365,BEWARE OF THE CAT METAL SIGN ,12,23/17/23 9:51,1.69,12477,Germany
576922,21908,CHOCOLATE THIS WAY METAL SIGN,12,23/17/23 9:51,2.1,12477,Germany
576922,22191,IVORY DINER WALL CLOCK,12,23/17/23 9:51,7.65,12477,Germany
576922,22193,RED DINER WALL CLOCK,12,23/17/23 9:51,7.65,12477,Germany
576922,22212,FOUR HOOK  WHITE LOVEBIRDS,12,23/17/23 9:51,2.1,12477,Germany
576922,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,8,23/17/23 9:51,3.29,12477,Germany
576922,84406B,CREAM CUPID HEARTS COAT HANGER,16,23/17/23 9:51,4.15,12477,Germany
576922,22235,SET/2 RED RETROSPOT TEA TOWELS ,18,23/17/23 9:51,3.25,12477,Germany
576922,22199,FRYING PAN RED RETROSPOT,8,23/17/23 9:51,4.25,12477,Germany
576922,22846,BREAD BIN DINER STYLE RED ,4,23/17/23 9:51,14.95,12477,Germany
576922,22832,BROCANTE SHELF WITH HOOKS,2,23/17/23 9:51,22.75,12477,Germany
576922,22378,WALL TIDY RETROSPOT ,5,23/17/23 9:51,2.1,12477,Germany
576922,21212,PACK OF 72 RETROSPOT CAKE CASES,24,23/17/23 9:51,0.55,12477,Germany
576922,22625,RED KITCHEN SCALES,36,23/17/23 9:51,7.65,12477,Germany
576922,21217,RED RETROSPOT ROUND CAKE TINS,3,23/17/23 9:51,9.95,12477,Germany
576922,22840,ROUND CAKE TIN VINTAGE RED,2,23/17/23 9:51,7.95,12477,Germany
576922,22722,SET OF 6 SPICE TINS PANTRY DESIGN,24,23/17/23 9:51,3.45,12477,Germany
576922,22189,CREAM HEART CARD HOLDER,4,23/17/23 9:51,3.95,12477,Germany
576922,22505,MEMO BOARD COTTAGE DESIGN,4,23/17/23 9:51,4.95,12477,Germany
576922,21426,WOODLAND STORAGE BOX SMALL,6,23/17/23 9:51,2.1,12477,Germany
576922,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,23/17/23 9:51,3.75,12477,Germany
576923,22660,DOORMAT I LOVE LONDON,50,23/17/23 22:52,7.08,12753,Japan
576923,20750,RED RETROSPOT MINI CASES,48,23/17/23 22:52,6.35,12753,Japan
576923,22667,RECIPE BOX RETROSPOT ,48,23/17/23 22:52,2.55,12753,Japan
576923,22923,PAPER CHAIN KIT LONDON,80,23/17/23 22:52,2.55,12753,Japan
576923,22902,TOTE BAG I LOVE LONDON,50,23/17/23 22:52,1.69,12753,Japan
576923,23365,SET 12 COLOUR PENCILS LOVE LONDON,32,23/17/23 22:52,0.65,12753,Japan
576923,23391, I LOVE LONDON MINI BACKPACK,40,23/17/23 22:52,4.15,12753,Japan
576923,23009,I LOVE LONDON BABY GIFT SET,18,23/17/23 22:52,14.95,12753,Japan
576923,23505,PLAYING CARDS I LOVE LONDON ,220,23/17/23 22:52,1.04,12753,Japan
576923,22397,MULTICOLOUR  CONFETTI IN TUBE,48,23/17/23 22:52,1.45,12753,Japan
576923,22399,PINK  HEART CONFETTI IN TUBE,48,23/17/23 22:52,1.45,12753,Japan
576923,22398,WHITE HEART CONFETTI IN TUBE,48,23/17/23 22:52,1.45,12753,Japan
576923,21439,BASKET OF TOADSTOOLS,96,23/17/23 22:52,1.25,12753,Japan
576923,22489,PACK OF 12 TRADITIONAL CRAYONS,96,23/17/23 22:52,0.42,12753,Japan
576923,22616,PACK OF 12 LONDON TISSUES ,144,23/17/23 22:52,0.39,12753,Japan
576923,22621,TRADITIONAL KNITTING NANCY,192,23/17/23 22:52,1.45,12753,Japan
576923,21731,RED TOADSTOOL LED NIGHT LIGHT,144,23/17/23 22:52,1.45,12753,Japan
576923,22466,FAIRY TALE COTTAGE NIGHT LIGHT,96,23/17/23 22:52,1.65,12753,Japan
576923,23084,RABBIT NIGHT LIGHT,120,23/17/23 22:52,1.79,12753,Japan
576923,23480,MINI LIGHTS WOODLAND MUSHROOMS,96,23/17/23 22:52,3.29,12753,Japan
576923,23237,SET OF 4 KNICK KNACK TINS LEAF,48,23/17/23 22:52,3.75,12753,Japan
576923,23238,SET OF 4 KNICK KNACK TINS LONDON ,48,23/17/23 22:52,3.75,12753,Japan
576923,23240,SET OF 4 KNICK KNACK TINS DOILY ,48,23/17/23 22:52,3.75,12753,Japan
576923,23245,SET OF 3 REGENCY CAKE TINS,32,23/17/23 22:52,4.15,12753,Japan
576923,21218,RED SPOTTY BISCUIT TIN,48,23/17/23 22:52,3.25,12753,Japan
576923,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",24,23/17/23 22:52,4.25,12753,Japan
576923,22549,PICTURE DOMINOES,72,23/17/23 22:52,1.25,12753,Japan
576923,21217,RED RETROSPOT ROUND CAKE TINS,12,23/17/23 22:52,8.95,12753,Japan
576923,23493,VINTAGE DOILY TRAVEL SEWING KIT,220,23/17/23 22:52,1.95,12753,Japan
576923,23494,VINTAGE DOILY DELUXE SEWING KIT ,40,23/17/23 22:52,4.95,12753,Japan
576923,23380,PACK OF 12 VINTAGE DOILY TISSUES,144,23/17/23 22:52,0.39,12753,Japan
576927,23231,WRAP  VINTAGE DOILY ,25,23/17/23 23:02,0.42,12567,France
576927,22580,ADVENT CALENDAR GINGHAM SACK,3,23/17/23 23:02,5.95,12567,France
576927,22946,WOODEN ADVENT CALENDAR CREAM,4,23/17/23 23:02,16.95,12567,France
576927,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,23/17/23 23:02,2.49,12567,France
576927,23320,GIANT 50'S CHRISTMAS CRACKER,12,23/17/23 23:02,2.89,12567,France
576927,22121,NOEL WOODEN BLOCK LETTERS ,3,23/17/23 23:02,5.95,12567,France
576927,23267,SET OF 4 SANTA PLACE SETTINGS,12,23/17/23 23:02,1.25,12567,France
576927,22940,FELTCRAFT CHRISTMAS FAIRY,8,23/17/23 23:02,4.25,12567,France
576927,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,23/17/23 23:02,2.1,12567,France
576927,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,23/17/23 23:02,2.1,12567,France
576927,21813,GARLAND WITH STARS AND BELLS,6,23/17/23 23:02,4.95,12567,France
576927,21812,GARLAND WITH HEARTS AND BELLS,6,23/17/23 23:02,4.95,12567,France
576927,21821,GLITTER STAR GARLAND WITH BELLS ,6,23/17/23 23:02,3.75,12567,France
576927,23313,VINTAGE CHRISTMAS BUNTING,5,23/17/23 23:02,4.95,12567,France
576927,35953,FOLKART STAR CHRISTMAS DECORATIONS,48,23/17/23 23:02,0.39,12567,France
576927,35970,ZINC FOLKART SLEIGH BELLS,12,23/17/23 23:02,1.69,12567,France
576927,21208,PASTEL COLOUR HONEYCOMB FAN,12,23/17/23 23:02,0.39,12567,France
576927,22394,PINK  HONEYCOMB PAPER FAN,12,23/17/23 23:02,0.65,12567,France
576927,21463,MIRRORED DISCO BALL ,2,23/17/23 23:02,5.95,12567,France
576927,23176,ABC TREASURE BOOK BOX ,8,23/17/23 23:02,2.25,12567,France
576927,23177,TREASURE ISLAND BOOK BOX,8,23/17/23 23:02,2.25,12567,France
576927,22271,FELTCRAFT DOLL ROSIE,6,23/17/23 23:02,2.95,12567,France
576927,22750,FELTCRAFT PRINCESS LOLA DOLL,4,23/17/23 23:02,3.75,12567,France
576927,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,23/17/23 23:02,3.75,12567,France
576927,23128,FELTCRAFT BOY JEAN-PAUL KIT,4,23/17/23 23:02,4.95,12567,France
576927,20725,LUNCH BAG RED RETROSPOT,22,23/17/23 23:02,1.65,12567,France
576927,20726,LUNCH BAG WOODLAND,22,23/17/23 23:02,1.65,12567,France
576927,21558,SKULL LUNCH BOX WITH CUTLERY ,6,23/17/23 23:02,2.55,12567,France
576927,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,23/17/23 23:02,2.95,12567,France
576927,20727,LUNCH BAG  BLACK SKULL.,22,23/17/23 23:02,1.65,12567,France
576927,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,23/17/23 23:02,2.95,12567,France
576927,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,23/17/23 23:02,2.95,12567,France
576927,22629,SPACEBOY LUNCH BOX ,12,23/17/23 23:02,1.95,12567,France
576927,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,23/17/23 23:02,4.95,12567,France
576927,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,23/17/23 23:02,2.55,12567,France
576927,22630,DOLLY GIRL LUNCH BOX,12,23/17/23 23:02,1.95,12567,France
576927,22659,LUNCH BOX I LOVE LONDON,12,23/17/23 23:02,1.95,12567,France
576927,23206,LUNCH BAG APPLE DESIGN,22,23/17/23 23:02,1.65,12567,France
576927,23235,RED APPLES CHOPPING BOARD   ,3,23/17/23 23:02,4.95,12567,France
576927,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,23/17/23 23:02,0.65,12567,France
576927,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,16,23/17/23 23:02,0.65,12567,France
576927,23369,SET 36 COLOUR PENCILS LOVE LONDON,16,23/17/23 23:02,1.25,12567,France
576927,22781,GUMBALL MAGAZINE RACK,4,23/17/23 23:02,7.65,12567,France
576927,84879,ASSORTED COLOUR BIRD ORNAMENT,16,23/17/23 23:02,1.69,12567,France
576927,23542,WALL ART 70'S ALPHABET ,2,23/17/23 23:02,8.25,12567,France
576927,21249,WOODLAND  HEIGHT CHART STICKERS ,6,23/17/23 23:02,2.95,12567,France
576927,23068,ALUMINIUM STAMPED HEART,8,23/17/23 23:02,2.49,12567,France
576927,23433,HANGING QUILTED PATCHWORK APPLES,12,23/17/23 23:02,0.83,12567,France
576927,23432,PRETTY HANGING QUILTED HEARTS,12,23/17/23 23:02,0.83,12567,France
576927,22728,ALARM CLOCK BAKELIKE PINK,4,23/17/23 23:02,3.75,12567,France
576927,22727,ALARM CLOCK BAKELIKE RED ,4,23/17/23 23:02,3.75,12567,France
576927,22726,ALARM CLOCK BAKELIKE GREEN,4,23/17/23 23:02,3.75,12567,France
576927,22467,GUMBALL COAT RACK,6,23/17/23 23:02,2.55,12567,France
576927,21202,DOLLY HONEYCOMB GARLAND,12,23/17/23 23:02,1.65,12567,France
576927,23289,DOLLY GIRL CHILDRENS BOWL,8,23/17/23 23:02,1.25,12567,France
576927,23290,SPACEBOY CHILDRENS BOWL,8,23/17/23 23:02,1.25,12567,France
576927,23292,SPACEBOY CHILDRENS CUP,8,23/17/23 23:02,1.25,12567,France
576927,23291,DOLLY GIRL CHILDRENS CUP,8,23/17/23 23:02,1.25,12567,France
576927,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,23/17/23 23:02,4.15,12567,France
576927,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,23/17/23 23:02,4.15,12567,France
576927,23256,CHILDRENS CUTLERY SPACEBOY ,4,23/17/23 23:02,4.15,12567,France
576927,20712,JUMBO BAG WOODLAND ANIMALS,22,23/17/23 23:02,2.08,12567,France
576927,22380,TOY TIDY SPACEBOY  ,5,23/17/23 23:02,2.1,12567,France
576927,22379,RECYCLING BAG RETROSPOT ,5,23/17/23 23:02,2.1,12567,France
576927,22385,JUMBO BAG SPACEBOY DESIGN,22,23/17/23 23:02,2.08,12567,France
576927,23199,JUMBO BAG APPLES,22,23/17/23 23:02,2.08,12567,France
576927,23200,JUMBO BAG PEARS,20,23/17/23 23:02,2.08,12567,France
576927,23203,JUMBO BAG VINTAGE DOILY ,22,23/17/23 23:02,2.08,12567,France
576927,23343,JUMBO BAG VINTAGE CHRISTMAS ,22,23/17/23 23:02,2.08,12567,France
576927,23388,WOODLAND MINI BACKPACK,4,23/17/23 23:02,4.15,12567,France
576927,23391, I LOVE LONDON MINI BACKPACK,4,23/17/23 23:02,4.15,12567,France
576927,23389,SPACEBOY MINI BACKPACK,4,23/17/23 23:02,4.15,12567,France
576927,22902,TOTE BAG I LOVE LONDON,12,23/17/23 23:02,2.1,12567,France
576927,23004,TRAVEL CARD WALLET PANTRY,24,23/17/23 23:02,0.42,12567,France
576927,23005,TRAVEL CARD WALLET I LOVE LONDON,24,23/17/23 23:02,0.42,12567,France
576927,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12,23/17/23 23:02,0.83,12567,France
576927,20750,RED RETROSPOT MINI CASES,4,23/17/23 23:02,7.95,12567,France
576927,22704,WRAP RED APPLES ,25,23/17/23 23:02,0.42,12567,France
576927,22045,SPACEBOY GIFT WRAP,25,23/17/23 23:02,0.42,12567,France
576927,22705,WRAP GREEN PEARS ,25,23/17/23 23:02,0.42,12567,France
576927,POST,POSTAGE,6,23/17/23 23:02,18,12567,France
576941,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,23/17/23 23:34,3.75,12562,France
576941,23582,VINTAGE DOILY JUMBO BAG RED ,20,23/17/23 23:34,2.08,12562,France
576941,22946,WOODEN ADVENT CALENDAR CREAM,6,23/17/23 23:34,16.95,12562,France
576941,22947,WOODEN ADVENT CALENDAR RED,6,23/17/23 23:34,7.95,12562,France
576941,23319,BOX OF 6 MINI 50'S CRACKERS,6,23/17/23 23:34,2.49,12562,France
576941,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,23/17/23 23:34,2.49,12562,France
576941,23213,STAR WREATH DECORATION WITH BELL,12,23/17/23 23:34,1.25,12562,France
576941,23223,RED ROCKING HORSE HAND PAINTED,24,23/17/23 23:34,1.25,12562,France
576941,23199,JUMBO BAG APPLES,22,23/17/23 23:34,2.08,12562,France
576941,23203,JUMBO BAG VINTAGE DOILY ,22,23/17/23 23:34,2.08,12562,France
576941,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,23/17/23 23:34,4.15,12562,France
576941,20725,LUNCH BAG RED RETROSPOT,22,23/17/23 23:34,1.65,12562,France
576941,23681,LUNCH BAG RED VINTAGE DOILY,22,23/17/23 23:34,1.65,12562,France
576941,23206,LUNCH BAG APPLE DESIGN,22,23/17/23 23:34,1.65,12562,France
576941,23583,LUNCH BAG PAISLEY PARK  ,22,23/17/23 23:34,1.65,12562,France
576941,22389,PAPERWEIGHT SAVE THE PLANET,6,23/17/23 23:34,2.55,12562,France
576941,22390,PAPERWEIGHT CHILDHOOD MEMORIES,6,23/17/23 23:34,2.55,12562,France
576941,23084,RABBIT NIGHT LIGHT,48,23/17/23 23:34,1.79,12562,France
576941,POST,POSTAGE,5,23/17/23 23:34,18,12562,France
577027,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,23/17/23 12:56,21.95,12647,Germany
577027,22505,MEMO BOARD COTTAGE DESIGN,8,23/17/23 12:56,4.95,12647,Germany
577027,22507,MEMO BOARD RETROSPOT  DESIGN,4,23/17/23 12:56,4.95,12647,Germany
577027,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,24,23/17/23 12:56,1.95,12647,Germany
577027,47559B,TEA TIME OVEN GLOVE,50,23/17/23 12:56,1.06,12647,Germany
577027,22354,RED RETROSPOT OVEN GLOVE ,40,23/17/23 12:56,1.25,12647,Germany
577027,POST,POSTAGE,5,23/17/23 12:56,18,12647,Germany
577039,21786,POLKADOT RAIN HAT ,24,23/17/23 13:30,0.42,12539,Spain
577039,23583,LUNCH BAG PAISLEY PARK  ,22,23/17/23 13:30,1.65,12539,Spain
577039,23581,JUMBO BAG PAISLEY PARK,22,23/17/23 13:30,2.08,12539,Spain
577039,23319,BOX OF 6 MINI 50'S CRACKERS,12,23/17/23 13:30,2.49,12539,Spain
577039,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,24,23/17/23 13:30,0.79,12539,Spain
577039,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,23/17/23 13:30,1.25,12539,Spain
577039,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,23/17/23 13:30,2.89,12539,Spain
577039,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,23/17/23 13:30,2.1,12539,Spain
577039,23355,HOT WATER BOTTLE KEEP CALM,4,23/17/23 13:30,4.95,12539,Spain
577039,21591,COSY HOUR CIGAR BOX MATCHES ,24,23/17/23 13:30,1.25,12539,Spain
577039,22961,JAM MAKING SET PRINTED,12,23/17/23 13:30,1.45,12539,Spain
577039,22960,JAM MAKING SET WITH JARS,6,23/17/23 13:30,4.25,12539,Spain
577039,22962,JAM JAR WITH PINK LID,12,23/17/23 13:30,0.85,12539,Spain
577039,22423,REGENCY CAKESTAND 3 TIER,8,23/17/23 13:30,12.75,12539,Spain
577039,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,23/17/23 13:30,8.25,12539,Spain
577039,23173,REGENCY TEAPOT ROSES ,6,23/17/23 13:30,9.95,12539,Spain
577039,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,23/17/23 13:30,1.45,12539,Spain
577039,85232D,SET/3 DECOUPAGE STACKING TINS,6,23/17/23 13:30,4.95,12539,Spain
577039,84375,SET OF 20 KIDS COOKIE CUTTERS,12,23/17/23 13:30,2.1,12539,Spain
577039,22619,SET OF 6 SOLDIER SKITTLES,4,23/17/23 13:30,3.75,12539,Spain
577039,23229,VINTAGE DONKEY TAIL GAME ,6,23/17/23 13:30,3.75,12539,Spain
577039,23314,VINTAGE CHRISTMAS TABLECLOTH,4,23/17/23 13:30,12.5,12539,Spain
577039,35970,ZINC FOLKART SLEIGH BELLS,12,23/17/23 13:30,1.69,12539,Spain
577039,22418,22 COLOUR SPACEBOY PEN,24,23/17/23 13:30,0.85,12539,Spain
577039,23256,CHILDRENS CUTLERY SPACEBOY ,4,23/17/23 13:30,4.15,12539,Spain
577039,23501,KEY RING BASEBALL BOOT UNION JACK,20,23/17/23 13:30,1.25,12539,Spain
577039,22312,OFFICE MUG WARMER POLKADOT,6,23/17/23 13:30,2.95,12539,Spain
577039,23163,REGENCY SUGAR TONGS,8,23/17/23 13:30,2.49,12539,Spain
577039,23164,REGENCY CAKE SLICE,8,23/17/23 13:30,4.95,12539,Spain
577039,23174,REGENCY SUGAR BOWL GREEN,8,23/17/23 13:30,4.15,12539,Spain
577039,23175,REGENCY MILK JUG PINK ,8,23/17/23 13:30,3.25,12539,Spain
577039,23245,SET OF 3 REGENCY CAKE TINS,4,23/17/23 13:30,4.95,12539,Spain
577039,23170,REGENCY TEA PLATE ROSES ,12,23/17/23 13:30,1.65,12539,Spain
577039,23171,REGENCY TEA PLATE GREEN ,12,23/17/23 13:30,1.65,12539,Spain
577039,23172,REGENCY TEA PLATE PINK,12,23/17/23 13:30,1.65,12539,Spain
577039,23162,REGENCY TEA STRAINER,8,23/17/23 13:30,3.75,12539,Spain
577039,22697,GREEN REGENCY TEACUP AND SAUCER,6,23/17/23 13:30,2.95,12539,Spain
577039,22698,PINK REGENCY TEACUP AND SAUCER,6,23/17/23 13:30,2.95,12539,Spain
577039,22699,ROSES REGENCY TEACUP AND SAUCER ,6,23/17/23 13:30,2.95,12539,Spain
577039,23160,REGENCY TEA SPOON,24,23/17/23 13:30,1.25,12539,Spain
577039,23161,REGENCY CAKE FORK,12,23/17/23 13:30,1.25,12539,Spain
577039,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,23/17/23 13:30,2.95,12539,Spain
577039,21222,SET OF 72 RETROSPOT PAPER  DOILIES,12,23/17/23 13:30,1.45,12539,Spain
577046,22625,RED KITCHEN SCALES,4,23/17/23 13:46,8.5,12449,Belgium
577046,22624,IVORY KITCHEN SCALES,4,23/17/23 13:46,8.5,12449,Belgium
577046,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,23/17/23 13:46,2.95,12449,Belgium
577046,22070,SMALL RED RETROSPOT MUG IN BOX ,6,23/17/23 13:46,3.75,12449,Belgium
577046,22071,SMALL WHITE RETROSPOT MUG IN BOX ,6,23/17/23 13:46,3.75,12449,Belgium
577046,21844,RED RETROSPOT MUG,6,23/17/23 13:46,2.95,12449,Belgium
577046,21731,RED TOADSTOOL LED NIGHT LIGHT,12,23/17/23 13:46,1.65,12449,Belgium
577046,22555,PLASTERS IN TIN STRONGMAN,12,23/17/23 13:46,1.65,12449,Belgium
577046,22551,PLASTERS IN TIN SPACEBOY,12,23/17/23 13:46,1.65,12449,Belgium
577046,23497,CLASSIC CHROME BICYCLE BELL ,12,23/17/23 13:46,1.45,12449,Belgium
577046,22390,PAPERWEIGHT CHILDHOOD MEMORIES,6,23/17/23 13:46,2.55,12449,Belgium
577046,22472,TV DINNER TRAY DOLLY GIRL,3,23/17/23 13:46,4.95,12449,Belgium
577046,22471,TV DINNER TRAY AIR HOSTESS ,3,23/17/23 13:46,4.95,12449,Belgium
577046,22474,SPACEBOY TV DINNER TRAY,3,23/17/23 13:46,4.95,12449,Belgium
577046,23372,SET 36 COLOUR PENCILS DOLLY GIRL,16,23/17/23 13:46,1.25,12449,Belgium
577046,23371,SET 36 COLOUR PENCILS SPACEBOY ,16,23/17/23 13:46,1.25,12449,Belgium
577046,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,23/17/23 13:46,1.65,12449,Belgium
577046,23240,SET OF 4 KNICK KNACK TINS DOILY ,12,23/17/23 13:46,4.15,12449,Belgium
577046,23242,TREASURE TIN BUFFALO BILL ,6,23/17/23 13:46,2.08,12449,Belgium
577046,23241,TREASURE TIN GYMKHANA DESIGN,6,23/17/23 13:46,2.08,12449,Belgium
577046,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,23/17/23 13:46,4.15,12449,Belgium
577046,21914,BLUE HARMONICA IN BOX ,12,23/17/23 13:46,1.25,12449,Belgium
577046,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,23/17/23 13:46,2.95,12449,Belgium
577046,22726,ALARM CLOCK BAKELIKE GREEN,8,23/17/23 13:46,3.75,12449,Belgium
577046,22727,ALARM CLOCK BAKELIKE RED ,8,23/17/23 13:46,3.75,12449,Belgium
577046,22728,ALARM CLOCK BAKELIKE PINK,4,23/17/23 13:46,3.75,12449,Belgium
577046,23342,MINT DINER WALL CLOCK,8,23/17/23 13:46,8.5,12449,Belgium
577046,22193,RED DINER WALL CLOCK,6,23/17/23 13:46,8.5,12449,Belgium
577046,22192,BLUE DINER WALL CLOCK,4,23/17/23 13:46,8.5,12449,Belgium
577046,22754,SMALL RED BABUSHKA NOTEBOOK ,12,23/17/23 13:46,0.85,12449,Belgium
577046,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,12,23/17/23 13:46,0.85,12449,Belgium
577046,21787,RAIN PONCHO RETROSPOT,24,23/17/23 13:46,0.85,12449,Belgium
577046,20750,RED RETROSPOT MINI CASES,2,23/17/23 13:46,7.95,12449,Belgium
577046,20749,ASSORTED COLOUR MINI CASES,2,23/17/23 13:46,7.95,12449,Belgium
577046,23570,TRADITIONAL PICK UP STICKS GAME ,12,23/17/23 13:46,1.25,12449,Belgium
577046,21285,RETROSPOT CANDLE  MEDIUM,12,23/17/23 13:46,2.1,12449,Belgium
577046,22712,CARD DOLLY GIRL ,12,23/17/23 13:46,0.42,12449,Belgium
577046,22029,SPACEBOY BIRTHDAY CARD,12,23/17/23 13:46,0.42,12449,Belgium
577046,22816,CARD MOTORBIKE SANTA,12,23/17/23 13:46,0.42,12449,Belgium
577046,22752,SET 7 BABUSHKA NESTING BOXES,2,23/17/23 13:46,8.5,12449,Belgium
577046,23493,VINTAGE DOILY TRAVEL SEWING KIT,22,23/17/23 13:46,1.95,12449,Belgium
577046,85176,SEWING SUSAN 21 NEEDLE SET,12,23/17/23 13:46,0.85,12449,Belgium
577046,22174,PHOTO CUBE,12,23/17/23 13:46,1.65,12449,Belgium
577046,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,23/17/23 13:46,1.25,12449,Belgium
577046,20726,LUNCH BAG WOODLAND,22,23/17/23 13:46,1.65,12449,Belgium
